Protein Group	SubGroup	Protein	Protein ID	Entry Name	Gene Names	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Unique Stripped Peptides	Summarized Total Spectral Count	Summarized Unique Spectral Count	Summarized Razor Spectral Count	qx017084_EGFP_1 Total Spectral Count	qx017084_EGFP_1 Unique Spectral Count	qx017084_EGFP_1 Razor Spectral Count	qx017084_EGFP_1 Total Intensity	qx017084_EGFP_1 Unique Intensity	qx017084_EGFP_1 Razor Intensity	qx017098_EGFP_2 Total Spectral Count	qx017098_EGFP_2 Unique Spectral Count	qx017098_EGFP_2 Razor Spectral Count	qx017098_EGFP_2 Total Intensity	qx017098_EGFP_2 Unique Intensity	qx017098_EGFP_2 Razor Intensity	qx017108_EGFP_4 Total Spectral Count	qx017108_EGFP_4 Unique Spectral Count	qx017108_EGFP_4 Razor Spectral Count	qx017108_EGFP_4 Total Intensity	qx017108_EGFP_4 Unique Intensity	qx017108_EGFP_4 Razor Intensity	qx017176_NSP2_1 Total Spectral Count	qx017176_NSP2_1 Unique Spectral Count	qx017176_NSP2_1 Razor Spectral Count	qx017176_NSP2_1 Total Intensity	qx017176_NSP2_1 Unique Intensity	qx017176_NSP2_1 Razor Intensity	qx017177_NSP2_2 Total Spectral Count	qx017177_NSP2_2 Unique Spectral Count	qx017177_NSP2_2 Razor Spectral Count	qx017177_NSP2_2 Total Intensity	qx017177_NSP2_2 Unique Intensity	qx017177_NSP2_2 Razor Intensity	qx017178_NSP2_3 Total Spectral Count	qx017178_NSP2_3 Unique Spectral Count	qx017178_NSP2_3 Razor Spectral Count	qx017178_NSP2_3 Total Intensity	qx017178_NSP2_3 Unique Intensity	qx017178_NSP2_3 Razor Intensity	Indistinguishable Proteins
797	a	sp|P68104|EF1A1_HUMAN	P68104	EF1A1_HUMAN	EEF1A1	462	69	Homo sapiens OX=9606	1:Experimental evidence at protein level	Elongation factor 1-alpha 1 	1	0.999	25	247	167	247	41	26	41	237653672	142393024	237653672	39	29	39	297544032	180178462	297544032	36	27	36	111510772	61779208	111510772	40	24	40	197154724	150331404	197154724	46	33	46	215548896	181242818	215548896	45	28	45	205671196	153031356	205671196	
798	d	sp|Q13509|TBB3_HUMAN	Q13509	TBB3_HUMAN	TUBB3	450	37	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin beta-3 chain 	1	0.9955	16	118	0	1	20	0	1	19797880	0	319358	23	0	0	27716550	0	0	18	0	0	18709746	0	0	15	0	0	16707193	0	0	20	0	0	10169670	0	0	22	0	0	17372206	0	0	
798	c	sp|Q13885|TBB2A_HUMAN	Q13885	TBB2A_HUMAN	TUBB2A	445	51	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin beta-2A chain 	1	0.999	21	151	3	3	24	1	1	21984811	495139	495139	29	1	1	29574492	1636452	1636452	25	0	0	19560338	0	0	20	0	0	19886765	0	0	26	1	1	13209110	252686	252686	27	0	0	20627354	0	0	sp|Q9BVA1|TBB2B_HUMAN
798	b	sp|P07437|TBB5_HUMAN	P07437	TBB5_HUMAN	TUBB	444	73	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin beta chain 	1	0.999	26	209	32	209	33	7	33	21984811	9497130	21984811	36	4	36	29574492	4155065	29574492	37	7	37	20535492	10945388	20535492	31	5	31	19886765	7466254	19886765	36	4	36	13707538	6752727	13707538	36	5	36	21501782	7801426	21501782	
798	a	sp|P68371|TBB4B_HUMAN	P68371	TBB4B_HUMAN	TUBB4B	445	69	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin beta-4B chain 	1	0.999	27	201	11	34	31	3	7	21984811	3681028	5174367	34	2	4	29574492	5432765	7938299	37	3	8	19560338	4558337	6852200	29	1	4	19886765	112921	1680699	34	1	5	13209110	663752	2594496	36	1	6	21501782	664586	3930103	
799	a	sp|P68400|CSK21_HUMAN	P68400	CSK21_HUMAN	CSNK2A1	391	20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Casein kinase II subunit alpha 	1	0.999	6	7	6	7	0	0	0	0	0	0	1	1	1	465058	465058	465058	0	0	0	0	0	0	2	2	2	673651	673651	673651	2	2	2	902644	902644	902644	2	1	2	898606	728201	898606	sp|Q8NEV1|CSK23_HUMAN
800	b	sp|P84243|H33_HUMAN	P84243	H33_HUMAN	H3-3A	136	27	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H3.3 	1	0.9978	5	22	1	1	6	0	0	201547408	0	0	4	0	0	82022348	0	0	1	0	0	2636814	0	0	7	1	1	557949800	12931465	12931465	2	0	0	3524595	0	0	2	0	0	5541819	0	0	
800	a	sp|P68431|H31_HUMAN	P68431	H31_HUMAN	H3C1	136	27	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H3.1 	1	0.999	6	24	3	24	7	1	7	201547408	7364720	201547408	4	0	4	82022348	0	82022348	1	0	1	2636814	0	2636814	8	2	8	557949800	45271798	557949800	2	0	2	3524595	0	3524595	2	0	2	5541819	0	5541819	"sp|Q16695|H31T_HUMAN, sp|Q71DI3|H32_HUMAN"
801	a	sp|P78527|PRKDC_HUMAN	P78527	PRKDC_HUMAN	PRKDC	4128	8	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-dependent protein kinase catalytic subunit 	1	0.999	25	25	25	25	12	12	12	1106304	1106304	1106304	7	7	7	2425546	2425546	2425546	3	3	3	18370119	18370119	18370119	3	3	3	781521	781521	781521	0	0	0	0	0	0	0	0	0	0	0	0	
802	a	sp|Q00839|HNRPU_HUMAN	Q00839	HNRPU_HUMAN	HNRNPU	825	38	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein U 	1	0.999	28	76	76	76	25	25	25	14662866	14662866	14662866	14	14	14	5324117	5324117	5324117	4	4	4	612979	612979	612979	32	32	32	12254257	12254257	12254257	1	1	1	126422	126422	126422	0	0	0	0	0	0	
803	a	sp|Q01105|SET_HUMAN	Q01105	SET_HUMAN	SET	290	36	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein SET 	1	0.999	9	46	46	46	8	8	8	11531028	11531028	11531028	6	6	6	14455116	14455116	14455116	8	8	8	15102347	15102347	15102347	9	9	9	25161586	25161586	25161586	7	7	7	18825605	18825605	18825605	8	8	8	27377525	27377525	27377525	
804	a	sp|Q01130|SRSF2_HUMAN	Q01130	SRSF2_HUMAN	SRSF2	221	26	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 2 	1	0.999	6	30	30	30	1	1	1	927177	927177	927177	7	7	7	20564717	20564717	20564717	6	6	6	18878642	18878642	18878642	4	4	4	9569574	9569574	9569574	5	5	5	4013913	4013913	4013913	7	7	7	35764571	35764571	35764571	
805	a	sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	63	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peroxiredoxin-1 	1	0.999	15	68	63	68	12	11	12	10734673	10734673	10734673	10	9	10	13682778	13164758	13682778	10	9	10	8172012	8172012	8172012	13	12	13	10558488	9588721	10558488	13	12	13	12000064	11058858	12000064	10	10	10	10065471	10065471	10065471	
806	a	sp|Q07666|KHDR1_HUMAN	Q07666	KHDR1_HUMAN	KHDRBS1	443	17	Homo sapiens OX=9606	1:Experimental evidence at protein level	"KH domain-containing, RNA-binding, signal transduction-associated protein 1 "	1	0.999	6	10	10	10	2	2	2	1241988	1241988	1241988	2	2	2	1729716	1729716	1729716	1	1	1	378809	378809	378809	2	2	2	1563878	1563878	1563878	1	1	1	324319	324319	324319	2	2	2	976399	976399	976399	
807	a	sp|Q07955|SRSF1_HUMAN	Q07955	SRSF1_HUMAN	SRSF1	248	55	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 1 	1	0.999	17	39	36	39	5	5	5	2959162	2959162	2959162	16	15	16	16909304	16909304	16909304	4	4	4	1402374	1402374	1402374	9	8	9	4760622	4721031	4760622	2	2	2	657695	657695	657695	3	2	3	3238202	2238068	3238202	
808	a	sp|Q08209|PP2BA_HUMAN	Q08209	PP2BA_HUMAN	PPP3CA	521	15	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform 	1	0.999	8	16	14	16	1	1	1	253282	253282	253282	0	0	0	0	0	0	3	3	3	1104158	1104158	1104158	5	4	5	1911763	1833337	1911763	3	3	3	1548201	1548201	1548201	4	3	4	1587143	1405423	1587143	
809	a	sp|Q09028|RBBP4_HUMAN	Q09028	RBBP4_HUMAN	RBBP4	425	8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone-binding protein RBBP4 	1	0.999	2	7	7	7	2	2	2	874063	874063	874063	2	2	2	877950	877950	877950	1	1	1	265044	265044	265044	2	2	2	1161409	1161409	1161409	0	0	0	0	0	0	0	0	0	0	0	0	
810	a	sp|Q12906|ILF3_HUMAN	Q12906	ILF3_HUMAN	ILF3	894	20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Interleukin enhancer-binding factor 3 	1	0.999	17	31	31	31	7	7	7	2453506	2453506	2453506	5	5	5	3384914	3384914	3384914	0	0	0	0	0	0	19	19	19	7047423	7047423	7047423	0	0	0	0	0	0	0	0	0	0	0	0	
811	a	sp|Q13085|ACACA_HUMAN	Q13085	ACACA_HUMAN	ACACA	2346	50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acetyl-CoA carboxylase 1 	1	0.999	94	378	378	378	79	79	79	13166211	13166211	13166211	64	64	64	13165046	13165046	13165046	70	70	70	9394654	9394654	9394654	52	52	52	23215058	23215058	23215058	53	53	53	8816489	8816489	8816489	60	60	60	9820976	9820976	9820976	
812	a	sp|Q13547|HDAC1_HUMAN	Q13547	HDAC1_HUMAN	HDAC1	482	6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone deacetylase 1 	1	0.999	2	4	4	4	1	1	1	387026	387026	387026	2	2	2	1221087	1221087	1221087	1	1	1	241677	241677	241677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
813	a	sp|Q13838|DX39B_HUMAN	Q13838	DX39B_HUMAN	DDX39B	428	22	Homo sapiens OX=9606	1:Experimental evidence at protein level	Spliceosome RNA helicase DDX39B 	1	0.999	7	9	9	9	1	1	1	311263	311263	311263	5	5	5	3562459	3562459	3562459	0	0	0	0	0	0	3	3	3	1501054	1501054	1501054	0	0	0	0	0	0	0	0	0	0	0	0	
815	a	sp|Q15059|BRD3_HUMAN	Q15059	BRD3_HUMAN	BRD3	726	2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bromodomain-containing protein 3 	0.9945	0.9985	2	4	1	4	0	0	0	0	0	0	1	1	1	476384	476384	476384	0	0	0	0	0	0	1	0	1	376348	0	376348	1	0	1	249515	0	249515	1	0	1	680339	0	680339	
816	a	sp|Q15233|NONO_HUMAN	Q15233	NONO_HUMAN	NONO	471	50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Non-POU domain-containing octamer-binding protein 	1	0.999	19	54	49	50	14	13	13	8422184	7084081	7084081	12	11	11	10944460	10944460	10944460	6	5	5	7694115	7293494	7293494	10	9	9	11504455	7682639	7682639	5	5	5	3599547	3599547	3599547	7	6	7	7262212	4405356	7262212	
817	a	sp|Q15365|PCBP1_HUMAN	Q15365	PCBP1_HUMAN	PCBP1	356	71	Homo sapiens OX=9606	1:Experimental evidence at protein level	Poly(rC)-binding protein 1 	1	0.999	16	137	93	137	20	13	20	19507914	14642386	19507914	25	17	25	37664165	21515666	37664165	25	18	25	27976260	22453672	27976260	21	14	21	30805666	28416058	30805666	21	15	21	31500595	27600036	31500595	25	16	25	27637917	15839015	27637917	
817	b	sp|Q15366|PCBP2_HUMAN	Q15366	PCBP2_HUMAN	PCBP2	365	60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Poly(rC)-binding protein 2 	1	0.999	14	89	45	45	12	5	5	15260412	5732356	5732356	14	6	6	37664165	9106785	9106785	14	7	7	17309308	7425646	7425646	16	9	9	19130218	10295380	10295380	15	9	9	18805727	6368105	6368105	18	9	9	27637917	7570851	7570851	
818	a	sp|Q15417|CNN3_HUMAN	Q15417	CNN3_HUMAN	CNN3	329	38	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calponin-3 	1	0.999	10	32	29	32	6	5	6	2967961	2656007	2967961	5	4	5	3477712	2342854	3477712	5	5	5	2288980	2288980	2288980	6	6	6	6439744	6439744	6439744	5	5	5	2138723	2138723	2138723	5	4	5	3484837	2109873	3484837	
819	a	sp|Q15424|SAFB1_HUMAN	Q15424	SAFB1_HUMAN	SAFB	915	15	Homo sapiens OX=9606	1:Experimental evidence at protein level	Scaffold attachment factor B1 	1	0.999	10	18	18	18	4	4	4	1441459	1441459	1441459	4	4	4	1645922	1645922	1645922	0	0	0	0	0	0	10	10	10	3417984	3417984	3417984	0	0	0	0	0	0	0	0	0	0	0	0	
820	a	sp|Q15637|SF01_HUMAN	Q15637	SF01_HUMAN	SF1	639	31	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor 1 	1	0.999	16	62	59	62	7	7	7	4913965	4913965	4913965	9	8	9	6984355	6984355	6984355	10	9	10	6423341	6423341	6423341	11	11	11	8349601	8349601	8349601	12	12	12	10164242	10164242	10164242	13	12	13	7710575	7710575	7710575	
275	a	sp|P56134|ATPK_HUMAN	P56134	ATPK_HUMAN	ATP5MF	94	25	Homo sapiens OX=9606	1:Experimental evidence at protein level	"ATP synthase subunit f, mitochondrial "	1	0.999	2	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	443846	443846	443846	1	1	1	222339	222339	222339	2	2	2	447061	447061	447061	
822	a	sp|Q3B726|RPA43_HUMAN	Q3B726	RPA43_HUMAN	TWISTNB	338	19	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-directed RNA polymerase I subunit RPA43 	1	0.999	7	19	19	19	2	2	2	1965484	1965484	1965484	4	4	4	3859370	3859370	3859370	4	4	4	1716303	1716303	1716303	4	4	4	2246132	2246132	2246132	3	3	3	2414837	2414837	2414837	2	2	2	1128187	1128187	1128187	
823	a	sp|Q5BKY9|F133B_HUMAN	Q5BKY9	F133B_HUMAN	FAM133B	247	28	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM133B 	1	0.999	8	56	56	56	10	10	10	20587467	20587467	20587467	8	8	8	27415117	27415117	27415117	9	9	9	25864232	25864232	25864232	10	10	10	29038066	29038066	29038066	10	10	10	29131438	29131438	29131438	9	9	9	39555478	39555478	39555478	
420	a	sp|Q16795|NDUA9_HUMAN	Q16795	NDUA9_HUMAN	NDUFA9	377	14	Homo sapiens OX=9606	1:Experimental evidence at protein level	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial "	1	0.9955	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	400776	400776	400776	2	2	2	606841	606841	606841	2	2	2	665359	665359	665359	
824	b	sp|O43809|CPSF5_HUMAN	O43809	CPSF5_HUMAN	NUDT21	227	45	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cleavage and polyadenylation specificity factor subunit 5 	1	0.999	13	24	24	24	3	3	3	2547321	2547321	2547321	5	5	5	5193021	5193021	5193021	4	4	4	5100322	5100322	5100322	3	3	3	3908945	3908945	3908945	2	2	2	2349916	2349916	2349916	7	7	7	15207854	15207854	15207854	
175	a	sp|P30049|ATPD_HUMAN	P30049	ATPD_HUMAN	ATP5F1D	168	13	Homo sapiens OX=9606	1:Experimental evidence at protein level	"ATP synthase subunit delta, mitochondrial "	1	0.999	2	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	392548	392548	392548	2	2	2	1199490	1199490	1199490	2	2	2	1301899	1301899	1301899	
636	a	sp|Q9ULV4|COR1C_HUMAN	Q9ULV4	COR1C_HUMAN	CORO1C	474	16	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coronin-1C 	1	0.999	7	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	354805	354805	354805	3	3	3	939100	939100	939100	4	4	4	1267109	1267109	1267109	
827	a	sp|Q7L014|DDX46_HUMAN	Q7L014	DDX46_HUMAN	DDX46	1031	52	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX46 	1	0.999	52	153	153	153	24	24	24	7304272	7304272	7304272	35	35	35	11470893	11470893	11470893	31	31	31	10168481	10168481	10168481	16	16	16	7624975	7624975	7624975	17	17	17	4599953	4599953	4599953	30	30	30	8352490	8352490	8352490	
828	a	sp|Q7L3T8|SYPM_HUMAN	Q7L3T8	SYPM_HUMAN	PARS2	475	26	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Probable proline--tRNA ligase, mitochondrial "	1	0.999	9	19	19	19	6	6	6	1651288	1651288	1651288	3	3	3	1496924	1496924	1496924	2	2	2	597085	597085	597085	3	3	3	523247	523247	523247	5	5	5	1341353	1341353	1341353	0	0	0	0	0	0	
829	a	sp|Q7Z5L9|I2BP2_HUMAN	Q7Z5L9	I2BP2_HUMAN	IRF2BP2	587	64	Homo sapiens OX=9606	1:Experimental evidence at protein level	Interferon regulatory factor 2-binding protein 2 	1	0.999	20	59	56	59	8	8	8	2258024	2258024	2258024	8	8	8	3400134	3400134	3400134	8	8	8	3805269	3805269	3805269	10	10	10	4236254	4236254	4236254	10	9	10	4590295	4341780	4590295	15	13	15	5221001	4873926	5221001	
830	a	sp|Q7Z6E9|RBBP6_HUMAN	Q7Z6E9	RBBP6_HUMAN	RBBP6	1792	3	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RBBP6 	1	0.999	6	8	8	8	1	1	1	3359965	3359965	3359965	1	1	1	496881	496881	496881	0	0	0	0	0	0	2	2	2	1096894	1096894	1096894	2	2	2	1963585	1963585	1963585	2	2	2	5091778	5091778	5091778	
831	a	sp|Q7Z739|YTHD3_HUMAN	Q7Z739	YTHD3_HUMAN	YTHDF3	585	6	Homo sapiens OX=9606	1:Experimental evidence at protein level	YTH domain-containing family protein 3 	1	0.999	3	6	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	1582855	1138399	1582855	2	1	2	378508	0	378508	1	1	1	879667	879667	879667	
832	a	sp|Q86U90|YRDC_HUMAN	Q86U90	YRDC_HUMAN	YRDC	279	41	Homo sapiens OX=9606	1:Experimental evidence at protein level	"YrdC domain-containing protein, mitochondrial "	1	0.999	9	23	23	23	3	3	3	2386429	2386429	2386429	5	5	5	3417322	3417322	3417322	3	3	3	2229968	2229968	2229968	5	5	5	3307423	3307423	3307423	5	5	5	2748519	2748519	2748519	2	2	2	822194	822194	822194	
833	a	sp|Q8IWQ3|BRSK2_HUMAN	Q8IWQ3	BRSK2_HUMAN	BRSK2	736	20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase BRSK2 	1	0.999	12	24	24	24	2	2	2	783732	783732	783732	2	2	2	1254151	1254151	1254151	3	3	3	1388654	1388654	1388654	5	5	5	3085302	3085302	3085302	8	8	8	1604772	1604772	1604772	4	4	4	1670751	1670751	1670751	
834	a	sp|Q8IWS0|PHF6_HUMAN	Q8IWS0	PHF6_HUMAN	PHF6	365	72	Homo sapiens OX=9606	1:Experimental evidence at protein level	PHD finger protein 6 	1	0.999	22	159	159	159	28	28	28	26304178	26304178	26304178	27	27	27	49142371	49142371	49142371	34	34	34	31737244	31737244	31737244	22	22	22	18844835	18844835	18844835	27	27	27	23055824	23055824	23055824	21	21	21	27051781	27051781	27051781	
835	a	sp|Q8IWX8|CHERP_HUMAN	Q8IWX8	CHERP_HUMAN	CHERP	916	40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calcium homeostasis endoplasmic reticulum protein 	1	0.999	28	93	87	93	15	14	15	6829699	6829699	6829699	10	9	10	7167483	6720420	7167483	14	13	14	5161661	5161661	5161661	16	15	16	14466824	14466824	14466824	19	18	19	11977874	11977874	11977874	19	18	19	13211433	12947853	13211433	
836	a	sp|Q8IXB1|DJC10_HUMAN	Q8IXB1	DJC10_HUMAN	DNAJC10	793	43	Homo sapiens OX=9606	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 10 	1	0.999	33	120	120	120	22	22	22	8021385	8021385	8021385	23	23	23	9930904	9930904	9930904	14	14	14	5591425	5591425	5591425	14	14	14	6127509	6127509	6127509	27	27	27	9125588	9125588	9125588	20	20	20	10326334	10326334	10326334	
837	a	sp|Q8N257|H2B3B_HUMAN	Q8N257	H2B3B_HUMAN	HIST3H2BB	126	63	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H2B type 3-B 	1	0.999	10	79	0	13	20	0	3	503843688	0	22072369	16	0	3	275118856	0	17042676	7	0	1	17863659	0	614308	19	0	4	948623776	0	89407321	8	0	1	15831991	0	832386	9	0	1	53748914	0	1321411	
837	c	sp|P06899|H2B1J_HUMAN	P06899	H2B1J_HUMAN	H2BC11	126	0	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H2B type 1-J 	0.0626	0.999	10	79	0	66	20	0	17	503843688	0	503843688	16	0	13	275118856	0	275118856	7	0	6	17863659	0	17863659	19	0	15	1314274592	0	948623776	8	0	7	15831991	0	15831991	9	0	8	53748914	0	53748914	"sp|P23527|H2B1O_HUMAN, sp|P33778|H2B1B_HUMAN, sp|Q16778|H2B2E_HUMAN"
837	b	sp|O60814|H2B1K_HUMAN	O60814	H2B1K_HUMAN	H2BC12	126	63	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H2B type 1-K 	1	0.999	10	72	0	6	18	0	1	503843688	0	28632032	14	0	1	275118856	0	16840744	6	0	0	17863659	0	0	19	0	4	1314274592	0	651951898	7	0	0	15831991	0	0	8	0	0	53748914	0	0	"sp|P58876|H2B1D_HUMAN, sp|P62807|H2B1C_HUMAN, sp|Q5QNW6|H2B2F_HUMAN, sp|Q93079|H2B1H_HUMAN, sp|Q99877|H2B1N_HUMAN, sp|Q99879|H2B1M_HUMAN"
838	a	sp|Q8N5F7|NKAP_HUMAN	Q8N5F7	NKAP_HUMAN	NKAP	415	25	Homo sapiens OX=9606	1:Experimental evidence at protein level	NF-kappa-B-activating protein 	1	0.999	7	29	29	29	5	5	5	4424926	4424926	4424926	11	11	11	6841036	6841036	6841036	7	7	7	4738387	4738387	4738387	1	1	1	1332197	1332197	1332197	3	3	3	3932038	3932038	3932038	2	2	2	3120440	3120440	3120440	
839	a	sp|Q8N9Q2|SR1IP_HUMAN	Q8N9Q2	SR1IP_HUMAN	SREK1IP1	155	27	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein SREK1IP1 	1	0.999	8	55	55	55	10	10	10	75769432	75769432	75769432	9	9	9	113607876	113607876	113607876	8	8	8	59175208	59175208	59175208	10	10	10	52390133	52390133	52390133	8	8	8	66016515	66016515	66016515	10	10	10	75124584	75124584	75124584	
840	a	sp|Q8NDD1|CA131_HUMAN	Q8NDD1	CA131_HUMAN	C1orf131	293	39	Homo sapiens OX=9606	1:Experimental evidence at protein level	Uncharacterized protein C1orf131 	1	0.999	13	26	26	26	4	4	4	4246290	4246290	4246290	5	5	5	5710492	5710492	5710492	3	3	3	3121818	3121818	3121818	6	6	6	4211789	4211789	4211789	3	3	3	2233142	2233142	2233142	5	5	5	2656045	2656045	2656045	
841	a	sp|Q8WWM7|ATX2L_HUMAN	Q8WWM7	ATX2L_HUMAN	ATXN2L	1075	12	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ataxin-2-like protein 	1	0.999	10	13	13	13	2	2	2	769893	769893	769893	2	2	2	529998	529998	529998	1	1	1	317141	317141	317141	2	2	2	1127843	1127843	1127843	2	2	2	565050	565050	565050	4	4	4	1690970	1690970	1690970	
842	a	sp|Q96CP2|FWCH2_HUMAN	Q96CP2	FWCH2_HUMAN	FLYWCH2	140	26	Homo sapiens OX=9606	1:Experimental evidence at protein level	FLYWCH family member 2 	1	0.999	3	6	6	6	1	1	1	281392	281392	281392	3	3	3	1809764	1809764	1809764	2	2	2	615304	615304	615304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
843	a	sp|Q96CT7|CC124_HUMAN	Q96CT7	CC124_HUMAN	CCDC124	223	60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 124 	1	0.999	16	89	84	89	12	11	12	15271912	15271912	15271912	14	13	14	38331062	38331062	38331062	21	20	21	28547284	28547284	28547284	14	13	14	16785348	16785348	16785348	13	12	13	16228432	16228432	16228432	15	15	15	35579606	35579606	35579606	
844	a	sp|Q96EI5|TCAL4_HUMAN	Q96EI5	TCAL4_HUMAN	TCEAL4	215	55	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription elongation factor A protein-like 4 	1	0.999	10	26	26	26	6	6	6	2930204	2930204	2930204	4	4	4	2740508	2740508	2740508	2	2	2	961199	961199	961199	5	5	5	2293002	2293002	2293002	3	3	3	1142152	1142152	1142152	6	6	6	2738362	2738362	2738362	
845	a	sp|Q96I24|FUBP3_HUMAN	Q96I24	FUBP3_HUMAN	FUBP3	572	75	Homo sapiens OX=9606	1:Experimental evidence at protein level	Far upstream element-binding protein 3 	1	0.999	35	215	209	215	34	34	34	31661465	31661465	31661465	24	24	24	41928784	41928784	41928784	27	27	27	12687449	12687449	12687449	42	40	42	31702019	27542848	31702019	43	41	43	27868798	26227076	27868798	45	43	45	33774602	29380226	33774602	
846	a	sp|Q96I25|SPF45_HUMAN	Q96I25	SPF45_HUMAN	RBM17	401	30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor 45 	1	0.999	12	35	28	35	6	4	6	4302522	3888677	4302522	6	4	6	5741128	5741128	5741128	6	4	6	4238947	2676630	4238947	7	6	7	4232843	2700516	4232843	5	5	5	4753192	4753192	4753192	5	5	5	4427671	4427671	4427671	
847	a	sp|Q96J01|THOC3_HUMAN	Q96J01	THOC3_HUMAN	THOC3	351	26	Homo sapiens OX=9606	1:Experimental evidence at protein level	THO complex subunit 3 	1	0.999	9	30	30	30	3	3	3	2354061	2354061	2354061	2	2	2	1910682	1910682	1910682	5	5	5	3031153	3031153	3031153	4	4	4	2675595	2675595	2675595	8	8	8	2754422	2754422	2754422	8	8	8	4214901	4214901	4214901	
848	a	sp|Q96P11|NSUN5_HUMAN	Q96P11	NSUN5_HUMAN	NSUN5	429	11	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable 28S rRNA (cytosine-C(5))-methyltransferase 	1	0.9988	4	4	4	4	1	1	1	361952	361952	361952	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	164582	164582	164582	1	1	1	211607	211607	211607	1	1	1	134307	134307	134307	
692	a	sp|O75964|ATP5L_HUMAN	O75964	ATP5L_HUMAN	ATP5MG	103	46	Homo sapiens OX=9606	1:Experimental evidence at protein level	"ATP synthase subunit g, mitochondrial "	1	0.999	4	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	329480	329480	329480	1	1	1	241733	241733	241733	4	4	4	4246039	4246039	4246039	
850	a	sp|Q99497|PARK7_HUMAN	Q99497	PARK7_HUMAN	PARK7	189	95	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein/nucleic acid deglycase DJ-1 	1	0.999	22	206	206	206	37	37	37	141203448	141203448	141203448	30	30	30	143994600	143994600	143994600	32	32	32	119771652	119771652	119771652	40	40	40	156936932	156936932	156936932	32	32	32	119177256	119177256	119177256	35	35	35	119379484	119379484	119379484	
